username,review_text
Footprints641230,This is a very nice hotel.  I love the location across the street from the airport.  This makes it easy to get some sleep when I get in on a late flight and gives my fiancee a place to stay when I fly out on a late flight.
Robert86364,"Overall the hotel is very nice and clean, breakfast is good but a little expensive Bad thing is that we were charged for 1 Coke from the mini bar in our room but we did not drink any and this has happened before"
masaponkichi,Controlling the room temperature was very difficult for us. It's too cold for us. So we always prepare our own pajama.  But thank you very much for upgrading our room.We really appreciated your kind treatment.
melvinmerlu,Only 1 roll of toilet paper supplied in the room. Personnel were pleasant. Variety of food selections and were excellent. Customer servicing was exceptional. Location was great. Security is topnotch. I stayed one night only and so far everything was alright except we cannot find extra roll or rolls of toilet paper.
M6529SDkennethh,"As usual our stay @ the Waterfront @ Muctan airport was great! The staff is very supportive, the hotel is immaculately clean and the good great! A great place to spend the night coming in and leaving out, before or after a long flight."
cliniccebu,everything is perfect.  two thumbs up for the team.  i enjoy my stay. definitely recommendable for my friends and co workers. i have a wonderful stay. i will give a 100% satisfactory for the hotel. i will visit again soon.
r0b052,When in the Philippines - I always stay at Waterfront Airport Hotel. So close to airport and the place and staff are amazing. I arrive and greeted like one of the family. Would highly recommend this hotel.
imfegarcia,My mom had an amazing experience staying at your hotel. She said employees were friendly and accommodating. Thank you for taking care of her through your free shuttle service from the domestic airport to your hotel and from the hotel to Cebu Mactan International Airport. Her travel went easier.
evarias2019,"during our stay at room 103 for 2 nights, there was an ongoing repair in room 101 and we smell the paint that makes our sleep very uncomfortable. the ref was not working so i had to call for service to replace the unit. it should have been checked before we checked in. it was my 3rd time to WFMac but it was the first time i had a sleep discomfort."
cwmccabe98,"We thoroughly enjoyed our stay at the Waterfront. The place was nice, clean, & fun. The staff went out of their way to make sure that we were comfortable from the moment we walked in until the moment we left. I would DEFINITELY rate this place as a5 star!!!"
TaintSaint,"Stay was great. Only 5 minutes from the airport. We stayed there for the beginning and end of our trip. Really convenient for redeye flights. Buffet was amazing (especially the Tocino, a must try.)   We were upgraded to a deluxe room free of charge on our first night. The hot water wasn’t working, but they quickly fixed it, thanks."
dalcoriza,"Based on 3 day staying at your hotel, overall rating is Excellent. Excellent in terms services, amenities and location of hotel.   Recommendation: Please provide an Flat iron on each room in order to iron our clothes."
madamedelmas,We stayed many times in this hotel for the past 2 yrs. I love how the staff manage the checking in and even upgraded us to a bigger room for the same price. Feeling the comfort away from home. Highly recomended hotel.
John R W,I made the reservation at the last minute and was surprised that the rate was so reasonable.  I was also given an upgrade to the executive floor that has a very nice view of the airport. The hotel is also very quite.  The only negative is that there is no gift store.  Very much appreaciated.
Anthony C,"After a long flight this is the place for me. Room  was clean and cozy, staff very friendly and  accommodating, food just perfect for  me. Will stay again when in Cebu. Close and convenient to the airport was a plus for me."
