username,review_text
Henry_G99887,"I checked in for 8 days at the reef and was assisted by the warmest staff and crew. The view is sensational. The breakfast is superb. But what stood out the most is the concierge who assisted me since day one. He recommended restaurants and tourist spots. He was driving excellently, very unobtrusive and also the ride has always been smooth with Clint. Clint along with his team makes me wanna come back soon. I am from Hongkong, but while i was in Cebu. I felt like it was my second home. Kudos!!!  Also, suggestion: Please have a convenience or guest center and gym in your facility because it is dark and far to go out from the resort and any emergency necessity purchase might come in place. Doorbells on rooms would help too. all in all it was great but it would've been greater."
Emeni S,"Very good hotel with excellent staff specially Mr Clint Everything was perfect , room , restaurant , view etc  Thanks and see you soon  Amani & Amani  Un excellent hotel sur tous les plans  Merci à tout le staff et spécialement Mr Clint   A bientôt   Amani & Mohamed"
Dominic A,"I had a fantastic time staying at this resort. I enjoyed the amenities, swimming pool, massage and restaurant. Hotel staff were nice and friendly. I met one of the concierge, Clint, he was very helpful and assisted me with my stay and travels. I would highly recommend this resort. The room i stayed at was nice and clean."
Desiree jane O,We spent there 3 days for vacation and it must say that everything was excellent and the location of the hotel is so private that why it relaxing and  the atmosphere of the hotel is so good.. And they had staffs na super ang babait specially Sir Bryan Gerali  your the best👍👍👍thank you so much for spoiling us😊 thank you almost sa mga staff na nagwelcom samin nung bagong dating kmi..😊
Allan W,"This is our second time in 3 months staying at “The Reef Island resort” in Mactan Lapu-Lapu city. We couldn’t wait to return since our first visit was so wonderful and memorable! From the moment you arrive at the resort you really feel like a VIP guest, not only yourself but your entire party will be treated equally special by all the staff. The resort in on a beautiful beach with many water activities in the sea, or you can just relax at one of the three magnificent pools. The resort is brand new and every inch is clean and breathtaking! The rooms are elegant and comfortable with great views of the sea and cityscape. The restaurant, coffee shop and room service food is great. All in all great place to vacation while in Cebu. I rate it as a 5 star resort comparable to other 5"
Amberlyn Jane O,"Hello the reef island resort mactan cebu...! thank u for the warm welcome...! We really enjoyed our vacation..!The hotel are so nice, quiet & relaxing... Everyone is friendly.. the staff in Spa , the Kitchen, and even in the pool.. they are really accommodating... Special mention to Sir Bryan Gerali.. thank u very much...! you really made our trip so much memorable.. even if u're tired.. you still manage to accompany us wherever we go just to make sure that we're okay... thank u so much..! you're the best..! Hope to see u again Guys..! God Bless..!💖💖"
airaadna,"I visited the place last December and I couldn't help recommending it to my aunt and uncle when they visited CEBU last month. And now I brought my cousins here and we all love it! This resort is a well definition of a paradise! So clean, nice staffs and very nice ambiance! I have been to other 5 star hotels but this place is my most favorite! All the front desk staff are so sweet, the guards are all friendly and the restaurant staffs are all so genuine. Love the food here by the way! And now they have a bakery and a coffee shop! Big thanks to Sir Bryan Gerali for spoiling us. He always made sure that I and the girls will be all pampered. We've got our free massage! And boy, that was our first time and it feels so good. I wonder how many members of the family should I bring here?"
Mikaela E,"The best head and shoulder massage I’ve ever had at the spa. Loyla who gave a wonderful deep pressure massage, I highly recommend.  The facilities where very relaxing and comfortable. Was also served a lemon/cucumber juice and a hot tea afterwards."
spice787,"I spent 9 wonderful days here, quiet, peaceful and very relaxxxing. Glenn the happy jovial manager could have been the host from Fantasy island as he can make things happen. His entire staff were fantastic and always popping up just when & wherever you needed them and with a big smile. Bakery/coffee shop food and staff = Great !  If things get too quiet, theres lots to do within a 10 min cab ride at other hotels or exploring Newtown shops etc. I enjoyed the private beach and just sitting looking over the infinity pool and watching the world slowly go by and the boats and para sailors. Never actually got around to exploring the other islands but maybe next time. And I didn't need a bank loan to stay here unlike the other surrounding resorts."
alanr,"The hotel is still in the soft opening phase I believe. Parked in the guest car park which is not yet finished.  Just stayed one night in a premium room with two double beds. Very spacious room with nice bath and shower. Nespresso machine included in the room. Had buffet breakfast which was nice with a reasonable selection and variety of food on offer.  Had lunch and dinner in “The Kitchen”. The service was extremely slow, when ordering we were told the food would take 25 minutes, despite the fact the restaurant was almost empty. Drinks took equally long to arrive. However when the food did arrive it was excellent, very authentic Indonesian and Indian dishes. Hopefully the serving times will improve over time.  We had two massages in “The Spa” , very good with a nice atmosphere."
Rob B,I did not know that this resort was undergoing a soft opening upon our visit. We had searched on Agoda and Orbitz and this place kept popping up.  Photos looked good and the rates seemed a good value. We booked 4 days 3 nights here in a standard room. Although Google maps took us off-roading we finally got on track and arrived safely. It's ashame we arrived after dark as you cant truly experience the beauty of the building or exterior architecture at night.  The bell-boys helped us unload our luggage and someone even valet parked our car for us. We went up to the lobby and the Interior Design was stunning.  It made me wonder what the rooms and the rest of the hotel was going to be like. We got checked in right away and up to our room with some cool funky bracelets.   My first
